CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferredOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromLastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,
856,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
857,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
858,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
859,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
860,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
861,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
862,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
864,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
865,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
866,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
867,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
868,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
869,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
870,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
871,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
872,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
873,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
874,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
875,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
876,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
877,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
878,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
879,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
880,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
881,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
882,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
883,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
884,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
885,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
886,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
887,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
888,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
889,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
890,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
891,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
892,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
893,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
894,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
895,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
896,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
897,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
898,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
899,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
900,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
901,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
903,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
904,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
905,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
906,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
907,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
908,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
909,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
910,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
911,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
912,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
913,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
914,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
915,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
916,1,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,Mobile,5,0,2,1,-100,0,1,280,0,
917,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
918,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
919,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
920,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
921,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
922,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
923,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
924,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
925,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
926,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
927,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
928,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
929,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
930,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
931,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
932,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
933,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
934,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
935,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
936,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
937,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
938,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
939,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
941,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
943,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
944,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
945,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
946,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
947,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
948,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
949,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
950,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
951,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
952,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
953,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
954,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
955,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
956,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
957,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
958,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
959,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
960,1,12,Desktop,0,0,Mips POP,Female,0,1,Home Appliances,4,0,1,1,0,0,1,212,0,
961,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
962,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
963,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
964,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
965,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
966,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
967,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
968,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
969,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
970,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,1,1,0,0,0,0,0,
971,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
972,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
973,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
974,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
975,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
976,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
977,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
978,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
979,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
980,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
981,1,12,Desktop,0,0,Pay Now,Male,0,1,Small Appliances,2,0,2,0,0,0,1,250,0,
982,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
983,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
984,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
985,1,12,Desktop,0,0,Bank Transfer Payment,Male,0,1,Home Appliances,4,0,1,0,0,0,1,256,0,
986,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
987,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
988,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
989,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
990,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
991,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
992,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
993,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
994,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
995,1,12,Desktop,0,0,Payment by installment (Hire Purchase by CIM Finance),Male,0,1,Home Appliances,1,0,1,0,-100,0,1,306,0,
996,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
997,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
998,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
999,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1000,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1001,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
1002,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
1003,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1004,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1005,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
1006,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
1007,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
1008,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
1009,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1010,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
1011,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
1012,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
1013,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1014,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1015,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
1016,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
1017,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
1018,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
1019,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
1020,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1021,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1022,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1023,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1024,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
1025,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1026,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1027,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1028,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
1029,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
1030,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
1031,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,0,0,0,0,0,0,
1032,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1033,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1034,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1035,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1036,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
1037,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1038,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1039,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
1040,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1042,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1043,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
1044,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
1045,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
1046,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1047,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1048,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1049,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1050,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
1051,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1052,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
1053,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1054,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1055,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
1056,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
1057,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1058,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1059,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1060,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1061,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1062,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
1063,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1064,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1065,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,0,0,0,0,0,0,
1066,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1067,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
1068,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1069,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1070,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1071,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
1072,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1073,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,1,0,0,0,0,0,
1074,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1075,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
1076,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
1077,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1078,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
1079,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1080,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1081,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1082,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1083,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,1,0,0,0,0,0,
1084,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1085,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,1,0,0,0,0,0,
1086,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,0,0,0,0,0,0,
1087,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1088,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1089,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
1090,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
1091,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,0,0,0,0,0,0,
1092,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
1093,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1094,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1095,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1096,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,0,0,0,0,0,0,
1097,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
1098,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
1099,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,1,0,0,0,0,0,
1100,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0,1,0,0,0,0,0,
1101,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1102,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,0,0,0,0,0,0,
1103,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
1104,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1105,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1106,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0,1,0,0,0,0,0,
1107,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,1,1,0,0,0,0,0,
1108,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1109,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0,1,0,0,0,0,0,
1110,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0,1,0,0,0,0,0,
1111,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1112,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1113,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0,0,0,0,0,0,0,
1114,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0,0,0,0,0,0,0,
1115,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0,1,0,0,0,0,0,
1116,1,12,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,3,0,1,1,-100,0,1,330,0,
1117,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0,1,0,0,0,0,0,
1118,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
1119,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1120,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1121,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0,0,0,0,0,0,0,
1122,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0,0,0,0,0,0,0,
